set,indice
train,10195
train,6119
train,2795
train,22899
train,32150
train,55068
train,18444
train,13589
train,26961
train,53050
train,46608
train,55705
train,54360
train,8789
train,11098
train,34145
train,57114
train,17617
train,29728
train,38044
train,53575
train,27620
train,56072
train,17841
train,41941
train,45955
train,13780
train,23477
train,2251
train,48143
train,57659
train,11532
train,4044
train,59275
train,7403
train,50401
train,1204
train,33212
train,2647
train,49107
train,38387
train,61014
train,28618
train,10100
train,24884
train,60304
train,29251
train,7000
train,40013
train,2764
train,51249
train,50605
train,58093
train,59205
train,26739
train,49625
train,13435
train,7611
train,29075
train,35855
train,55112
train,3770
train,35748
train,56239
train,23463
train,52496
train,29924
train,11189
train,37130
train,18827
train,4782
train,19945
train,4011
train,56076
train,45569
train,10576
train,30597
train,56216
train,57435
train,32291
train,61619
train,61521
train,57084
train,42302
train,20409
train,44929
train,11871
train,37345
train,41128
train,22810
train,11905
train,50889
train,10692
train,29581
train,55396
train,3062
train,56126
train,34871
train,22354
train,25856
train,44342
train,14916
train,46916
train,21131
train,24406
train,13310
train,58225
train,7072
train,14594
train,31328
train,3747
train,46842
train,18066
train,22141
train,24851
train,17465
train,38471
train,5436
train,24739
train,35078
train,3217
train,28139
train,1037
train,37675
train,29087
train,22819
train,14504
train,24491
train,17843
train,40375
train,27068
train,29701
train,36459
train,7770
train,8757
train,55724
train,37971
train,10199
train,11146
train,36346
train,41289
train,38976
train,26039
train,49260
train,6980
train,46621
train,15622
train,15296
train,7249
train,41531
train,22460
train,25619
train,50930
train,41704
train,47761
train,8302
train,17597
train,51126
train,48882
train,15401
train,4209
train,43756
train,56006
train,14515
train,61039
train,1300
train,36722
train,26166
train,18717
train,1801
train,28491
train,4000
train,18261
train,7948
train,16858
train,19071
train,56325
train,31282
train,61817
train,24895
train,2897
train,57030
train,17429
train,21811
train,4260
train,51012
train,22572
train,23943
train,26105
train,35573
train,16009
train,20924
train,27521
train,13607
train,15788
train,59733
train,17530
train,31759
train,34959
train,17260
train,16452
train,41132
train,32343
train,26815
train,33731
train,54111
train,20125
train,39190
train,14800
train,20585
train,35497
train,473
train,17491
train,46323
train,12260
train,43931
train,16721
train,32953
train,11310
train,20773
train,4051
train,39419
train,10147
train,35643
train,13229
train,44877
train,13186
train,47219
train,48662
train,28151
train,13348
train,61556
train,59065
train,27783
train,44338
train,23480
train,42643
train,55747
train,15659
train,44079
train,46651
train,19370
train,32438
train,42781
train,60226
train,47865
train,52079
train,32616
train,557
train,8233
train,49102
train,21377
train,18022
train,37765
train,19569
train,23053
train,21637
train,44933
train,7184
train,36
train,15867
train,46638
train,25578
train,10964
train,2849
train,56831
train,25752
train,25329
train,53309
train,17687
train,35358
train,41362
train,54715
train,33234
train,5011
train,19520
train,964
train,40494
train,51276
train,44182
train,39222
train,1696
train,2271
train,47340
train,14558
train,41177
train,1706
train,340
train,27267
train,57721
train,41914
train,228
train,20716
train,62109
train,15641
train,27102
train,49151
train,61561
train,27660
train,17084
train,29224
train,44479
train,41255
train,26674
train,29825
train,36441
train,47774
train,29627
train,54304
train,60196
train,39504
train,19953
train,48616
train,18167
train,14612
train,33202
train,27289
train,43096
train,9716
train,41298
train,34008
train,15803
train,3863
train,8976
train,40561
train,55777
train,36587
train,28544
train,23866
train,57379
train,15010
train,3286
train,61882
train,46179
train,15563
train,42653
train,13008
train,24177
train,1093
train,21353
train,15948
train,40173
train,2685
train,46840
train,41889
train,58359
train,20443
train,10598
train,21332
train,52500
train,38046
train,34701
train,1378
train,17271
train,27841
train,48939
train,544
train,40409
train,18278
train,59340
train,31008
train,41166
train,29699
train,23743
train,3887
train,33621
train,40101
train,50931
train,21912
train,51149
train,9527
train,10985
train,50295
train,5648
train,54697
train,22332
train,38056
train,17307
train,17100
train,46495
train,50280
train,3299
train,5973
train,32445
train,50985
train,1568
train,53336
train,34196
train,60548
train,2220
train,37011
train,24299
train,23175
train,37720
train,16379
train,29056
train,44226
train,59444
train,57694
train,386
train,20634
train,25559
train,44763
train,29621
train,31317
train,46022
train,20292
train,31906
train,51299
train,23710
train,59699
train,18094
train,2225
train,18683
train,52199
train,56510
train,3499
train,2058
train,21338
train,45591
train,52980
train,32279
train,338
train,11035
train,42247
train,53712
train,47843
train,49525
train,13718
train,41547
train,32801
train,17428
train,13520
train,48764
train,18133
train,48944
train,36306
train,33733
train,52348
train,53071
train,17401
train,51037
train,61365
train,10788
train,25276
train,59380
train,41942
train,25152
train,36720
train,58756
train,29524
train,31208
train,2694
train,18067
train,41894
train,33339
train,53108
train,13490
train,43036
train,51992
train,26276
train,25908
train,24718
train,15927
train,47990
train,16958
train,34437
train,12107
train,27005
train,11935
train,45053
train,4080
train,43973
train,45596
train,23907
train,39612
train,57080
train,50431
train,37924
train,36344
train,52092
train,36612
train,4847
train,24792
train,15422
train,4699
train,3022
train,3315
train,20895
train,23658
train,34342
train,20825
train,36286
train,25975
train,37426
train,12580
train,3023
train,42706
train,16876
train,8275
train,36236
train,16310
train,60511
train,41220
train,28445
train,25306
train,21331
train,21989
train,47198
train,41337
train,25896
train,20631
train,19209
train,12618
train,61047
train,60204
train,54633
train,3252
train,19042
train,23776
train,41399
train,33818
train,14245
train,40633
train,29202
train,16577
train,52274
train,4188
train,38500
train,55889
train,11648
train,16262
train,10974
train,8575
train,13109
train,45216
train,11776
train,12509
train,6043
train,35210
train,8263
train,56016
train,9822
train,8897
train,25703
train,60893
train,43830
train,38005
train,9431
train,25659
train,21832
train,49382
train,30303
train,55459
train,21693
train,52135
train,30283
train,23367
train,54019
train,21975
train,27269
train,58856
train,29558
train,40215
train,12894
train,14418
train,29266
train,43609
train,3672
train,12985
train,41028
train,48994
train,21711
train,60913
train,57529
train,30473
train,172
train,40674
train,39236
train,15349
train,13618
train,7965
train,42114
train,38826
train,46239
train,819
train,31376
train,10025
train,39325
train,24921
train,48885
train,686
train,37296
train,41054
train,51282
train,55523
train,2504
train,20118
train,42161
train,42285
train,5125
train,34375
train,44517
train,41544
train,9470
train,60654
train,34714
train,57482
train,53379
train,23487
train,60744
train,50286
train,24725
train,43287
train,61523
train,1669
train,36091
train,23774
train,26238
train,35119
train,33690
train,27893
train,26072
train,60134
train,5622
train,46335
train,57640
train,20896
train,11691
train,22531
train,17005
train,45519
train,2363
train,14546
train,873
train,41752
train,5547
train,24686
train,51832
train,47541
train,48378
train,47248
train,7207
train,30366
train,144
train,28436
train,26028
train,1889
train,53991
train,19213
train,2441
train,56653
train,14151
train,56795
train,48720
train,34235
train,26880
train,43729
train,22262
train,9860
train,22043
train,55355
train,259
train,55789
train,28729
train,25630
train,33190
train,32512
train,25414
train,14165
train,34916
train,19670
train,36640
train,16864
train,38795
train,40784
train,34534
train,51359
train,16316
train,4249
train,52179
train,2460
train,1134
train,6410
train,32699
train,48687
train,10020
train,49775
train,11739
train,44463
train,53243
train,19982
train,38832
train,33379
train,35690
train,36181
train,36240
train,22163
train,31280
train,58519
train,44092
train,31711
train,42690
train,26810
train,13484
train,28912
train,26024
train,48095
train,22107
train,5405
train,31461
train,60572
train,10452
train,40089
train,35208
train,13224
train,18937
train,62090
train,42900
train,23624
train,37986
train,59297
train,3454
train,55845
train,4936
train,47652
train,31493
train,50047
train,21902
train,43010
train,10405
train,58973
train,1279
train,13781
train,9588
train,28519
train,52228
train,33533
train,32168
train,51387
train,30766
train,35978
train,57320
train,9773
train,55346
train,53059
train,61648
train,38811
train,54716
train,50236
train,43928
train,40428
train,47328
train,19836
train,26079
train,18892
train,37191
train,8501
train,5919
train,8245
train,566
train,16126
train,41748
train,30667
train,21033
train,45399
train,18029
train,31441
train,55307
train,4988
train,27524
train,22740
train,22998
train,54519
train,1297
train,9762
train,6655
train,20324
train,6330
train,24846
train,27734
train,3683
train,8137
train,39376
train,61856
train,13228
train,45044
train,20120
train,49527
train,14541
train,53031
train,36560
train,23702
train,12472
train,28188
train,20282
train,28874
train,32746
train,17697
train,39650
train,9218
train,39568
train,26589
train,10961
train,18777
train,21076
train,12867
train,2522
train,34241
train,32371
train,6267
train,37531
train,20552
train,44480
train,13850
train,38086
train,697
train,35514
train,20923
train,8204
train,60595
train,23959
train,8094
train,5209
train,56755
train,6436
train,28448
train,49341
train,18539
train,25520
train,49501
train,20737
train,55262
train,56621
train,32583
train,33794
train,35923
train,18235
train,33847
train,26429
train,48584
train,20805
train,37079
train,61108
train,48029
train,49460
train,59312
train,32573
train,31881
train,4631
train,28883
train,34104
train,56982
train,20426
train,29148
train,33034
train,55150
train,45478
train,50885
train,16941
train,3319
train,41809
train,45464
train,59306
train,53910
train,3289
train,33860
train,38854
train,27182
train,54944
train,28528
train,5355
train,23164
train,13846
train,37960
train,32619
train,20861
train,28865
train,14099
train,45699
train,6550
train,35816
train,22979
train,39351
train,35871
train,44448
train,61154
train,14287
train,45755
train,51366
train,38556
train,1356
train,11457
train,20373
train,22109
train,56300
train,4487
train,10030
train,45279
train,51603
train,8977
train,14082
train,40766
train,20008
train,51141
train,49932
train,36772
train,53931
train,41483
train,8776
train,53283
train,20782
train,41657
train,35995
train,14717
train,6829
train,8016
train,54906
train,26672
train,38000
train,6199
train,7450
train,61635
train,29127
train,44837
train,56332
train,54110
train,26303
train,53643
train,28948
train,44336
train,33197
train,44769
train,40934
train,28311
train,41505
train,13361
train,40076
train,17663
train,3645
train,37492
train,39182
train,37480
train,4006
train,57366
train,27419
train,1615
train,9180
train,52834
train,36536
train,25706
train,3530
train,31847
train,12746
train,47368
train,39790
train,56995
train,20662
train,7309
train,58702
train,21130
train,26901
train,49091
train,51617
train,22617
train,48930
train,16315
train,24817
train,30980
train,9799
train,44884
train,13923
train,7359
train,58615
train,3690
train,10980
train,52205
train,23648
train,54615
train,5755
train,54659
train,22494
train,12498
train,61331
train,57837
train,37133
train,29494
train,24707
train,9739
train,16244
train,38514
train,21986
train,26026
train,8396
train,16245
train,41758
train,25002
train,34450
train,25987
train,34407
train,54210
train,23626
train,60745
train,32594
train,3947
train,7614
train,4945
train,11572
train,1065
train,20512
train,52851
train,815
train,41988
train,13778
train,25999
train,12569
train,59590
train,51683
train,30729
train,60534
train,51519
train,495
train,24188
train,17400
train,4153
train,25972
train,13769
train,14872
train,31474
train,37779
train,32326
train,13616
train,7724
train,57555
train,32519
train,43388
train,1497
train,8043
train,826
train,2674
train,22551
train,12174
train,872
train,26151
train,22847
train,24579
train,43302
train,4424
train,55008
train,31953
train,26506
train,6182
train,1051
train,24305
train,35134
train,33999
train,29548
train,56719
train,58008
train,10714
train,59198
train,498
train,51130
train,46025
train,24347
train,2624
train,46977
train,37242
train,25459
train,43977
train,40316
train,51171
train,51701
train,34403
train,54322
train,16699
train,50618
train,10835
train,50611
train,4888
train,8654
train,6523
train,41334
train,26351
train,57671
train,3662
train,14921
train,58376
train,54807
train,9915
train,56851
train,30023
train,44021
train,46318
train,55742
train,7524
train,3179
train,27940
train,7730
train,33392
train,57312
train,565
train,17748
train,33898
train,10436
train,22267
train,2202
train,44483
train,50890
train,21071
train,26561
train,35353
train,6706
train,6753
train,22692
train,22895
train,56218
train,23347
train,17258
train,6835
train,23387
train,45278
train,38129
train,22335
train,12003
train,42600
train,27006
train,44566
train,24056
train,8805
train,47427
train,20607
train,42708
train,32553
train,47837
train,59241
train,60586
train,47250
train,1551
train,3733
train,46569
train,9573
train,52936
train,10403
train,3888
train,16540
train,40866
train,21128
train,36290
train,8975
train,3962
train,53688
train,61984
train,38607
train,24998
train,11129
train,10169
train,3792
train,43059
train,46013
train,13683
train,36810
train,28315
train,33526
train,48326
train,47229
train,54002
train,8803
train,49013
train,38809
train,41085
train,24625
train,44537
train,38545
train,9069
train,52709
train,14342
train,50712
train,59646
train,38789
train,27518
train,5986
train,29662
train,7222
train,36610
train,1542
train,54999
train,2246
train,5966
train,32770
train,52973
train,21754
train,19428
train,1232
train,55531
train,43763
train,45761
train,42508
train,21737
train,56541
train,61245
train,47912
train,49880
train,23505
train,12457
train,51232
train,50900
train,12685
train,21930
train,45941
train,61894
train,46283
train,34253
train,5509
train,51650
train,61406
train,26169
train,1728
train,8698
train,11136
train,38781
train,13988
train,46503
train,36060
train,59801
train,42937
train,40992
train,34615
train,22127
train,3922
train,50119
train,59924
train,32184
train,44225
train,27595
train,3639
train,50095
train,13273
train,59367
train,11417
train,13139
train,6104
train,40956
train,30015
train,60389
train,31141
train,41304
train,60181
train,21868
train,25684
train,15583
train,29835
train,12570
train,44458
train,22006
train,11268
train,38648
train,50584
train,17402
train,3177
train,440
train,5100
train,21601
train,48022
train,4459
train,44805
train,48544
train,6020
train,1632
train,50474
train,33410
train,12410
train,12223
train,27314
train,41138
train,16097
train,7741
train,44370
train,61571
train,33789
train,2166
train,16982
train,9322
train,16079
train,61105
train,44153
train,34386
train,48830
train,2178
train,21316
train,34095
train,42630
train,34593
train,17529
train,50987
train,16892
train,1308
train,38747
train,40340
train,55806
train,3380
train,4470
train,18182
train,23415
train,17408
train,16542
train,29625
train,36273
train,39966
train,7414
train,46057
train,42269
train,35464
train,47275
train,61942
train,59705
train,34435
train,12503
train,37796
train,39851
train,24289
train,24487
train,57182
train,34134
train,6380
train,12425
train,53741
train,15322
train,51450
train,15506
train,19162
train,35044
train,54438
train,53535
train,3161
train,11425
train,32014
train,9582
train,59544
train,1252
train,22250
train,6455
train,21504
train,40820
train,59337
train,39608
train,61440
train,31963
train,50771
train,25505
train,49784
train,3660
train,54962
train,42768
train,52206
train,58590
train,27453
train,33019
train,6090
train,14534
train,43607
train,5243
train,48713
train,35118
train,9456
train,13604
train,26005
train,54444
train,48895
train,35498
train,12043
train,50088
train,10990
train,44503
train,47161
train,25397
train,47400
train,18247
train,13362
train,32999
train,46338
train,15156
train,14628
train,22661
train,16153
train,22942
train,4073
train,44521
train,36675
train,36833
train,44433
train,60869
train,1756
train,50010
train,22441
train,15680
train,46275
train,54880
train,26895
train,57102
train,35485
train,22008
train,55998
train,40099
train,59675
train,50316
train,40776
train,54581
train,34762
train,10666
train,1537
train,38917
train,37521
train,34165
train,42870
train,21418
train,41516
train,43269
train,35546
train,29490
train,50224
train,45619
train,45881
train,43358
train,62129
train,33041
train,37749
train,11063
train,13178
train,27849
train,24241
train,18021
train,16825
train,20824
train,24754
train,39580
train,53764
train,4572
train,33957
train,57454
train,19772
train,3307
train,51821
train,4241
train,31584
train,5625
train,40241
train,46674
train,30235
train,15208
train,33528
train,48527
train,49114
train,44387
train,54183
train,44189
train,6828
train,38971
train,57365
train,56781
train,58993
train,16810
train,36308
train,3734
train,25523
train,1840
train,28889
train,1986
train,57915
train,51825
train,49008
train,19777
train,52121
train,11497
train,36539
train,29900
train,29192
train,59101
train,47022
train,8144
train,32210
train,10307
train,37406
train,56363
train,21590
train,7550
train,57127
train,30740
train,38656
train,7919
train,14552
train,37344
train,34248
train,720
train,61565
train,59666
train,39156
train,23441
train,39638
train,29702
train,10261
train,762
train,48246
train,32955
train,12171
train,44743
train,17152
train,10323
train,22078
train,4542
train,25156
train,32323
train,41799
train,38766
train,36830
train,18576
train,11397
train,17343
train,114
train,11538
train,60322
train,39395
train,57326
train,57947
train,2873
train,44025
train,17721
train,55997
train,51164
train,41545
train,29915
train,31452
train,40083
train,44491
train,49875
train,51275
train,51787
train,25686
train,49148
train,20885
train,53992
train,17561
train,8930
train,30146
train,45943
train,33916
train,32456
train,46269
train,49337
train,28246
train,53822
train,47228
train,25316
train,33681
train,28738
train,35697
train,8811
train,20883
train,6785
train,40308
train,39815
train,33099
train,1506
train,3238
train,4099
train,5740
train,19148
train,22232
train,10460
train,24966
train,23314
train,35730
train,29899
train,46576
train,18279
train,47317
train,20972
train,24108
train,38213
train,9743
train,18772
train,37737
train,49194
train,10824
train,6989
train,55837
train,51375
train,21147
train,29789
train,45019
train,14881
train,11036
train,5974
train,47871
train,18268
train,35239
train,7561
train,35187
train,45085
train,53753
train,13007
train,14088
train,54784
train,50680
train,41613
train,43572
train,38343
train,35050
train,30284
train,59804
train,28881
train,45598
train,58475
train,273
train,53519
train,4370
train,2439
train,56228
train,58472
train,53516
train,25693
train,24836
train,37290
train,58868
train,54131
train,20735
train,15307
train,55034
train,39085
train,48946
train,4567
train,23254
train,6634
train,49979
train,11050
train,20455
train,44057
train,16844
train,13431
train,836
train,11203
train,44365
train,48725
train,36156
train,10041
train,4278
train,27310
train,16176
train,21533
train,37407
train,48182
train,12112
train,17496
train,2209
train,45886
train,28510
train,3556
train,14994
train,18153
train,13416
train,47136
train,7401
train,42227
train,24588
train,2906
train,15696
train,10937
train,33270
train,28686
train,45262
train,46737
train,4094
train,34483
train,3842
train,33958
train,282
train,54460
train,59094
train,24307
train,2774
train,9557
train,56743
train,42080
train,32544
train,36963
train,14122
train,15515
train,11539
train,45595
train,27311
train,43426
train,2705
train,11016
train,13489
train,48027
train,37652
train,22736
train,6285
train,48039
train,30061
train,55453
train,20927
train,14473
train,33267
train,52064
train,38132
train,30549
train,15205
train,23643
train,9922
train,2728
train,39596
train,56937
train,39553
train,1701
train,53823
train,30342
train,35893
train,613
train,12547
train,8248
train,26508
train,45736
train,60047
train,57789
train,14243
train,61862
train,23493
train,23049
train,7258
train,18696
train,22698
train,37751
train,41637
train,30131
train,24128
train,41623
train,16471
train,45895
train,38865
train,23182
train,3170
train,18059
train,22190
train,33545
train,39928
train,2193
train,9656
train,15883
train,3207
train,58270
train,56588
train,56433
train,42837
train,38496
train,29763
train,40216
train,51339
train,5294
train,51948
train,21099
train,26124
train,38488
train,33799
train,31417
train,33564
train,25214
train,2322
train,31335
train,10633
train,20608
train,47415
train,47642
train,46695
train,19306
train,56064
train,6510
train,8240
train,41228
train,56454
train,24909
train,55639
train,15440
train,6409
train,55306
train,28924
train,36327
train,20448
train,38108
train,1454
train,16969
train,12511
train,30938
train,12286
train,14319
train,39399
train,18941
train,8095
train,2826
train,53762
train,28610
train,6899
train,11170
train,13495
train,14048
train,2572
train,23342
train,43102
train,49420
train,57447
train,28023
train,10224
train,42148
train,3488
train,56322
train,3262
train,26361
train,15300
train,49613
train,54423
train,36019
train,50045
train,58620
train,22353
train,21976
train,8285
train,46723
train,35291
train,43415
train,14786
train,6144
train,40192
train,35116
train,31434
train,31036
train,51710
train,20522
train,30047
train,22064
train,21622
train,23333
train,43046
train,32102
train,18053
train,16927
train,26463
train,6877
train,33333
train,11185
train,42405
train,57079
train,34606
train,26132
train,19986
train,52700
train,39252
train,45402
train,42001
train,1234
train,28545
train,34869
train,34710
train,30587
train,21109
train,28348
train,52949
train,40471
train,36979
train,41642
train,968
train,12987
train,8208
train,34332
train,11222
train,42426
train,7120
train,31262
train,52429
train,20545
train,22688
train,18176
train,8217
train,17414
train,55812
train,48897
train,23410
train,58502
train,47649
train,39480
train,33902
train,20745
train,28034
train,14157
train,45354
train,18428
train,4082
train,22835
train,49332
train,36553
train,48737
train,36767
train,59183
train,7870
train,19334
train,42640
train,10965
train,25480
train,18959
train,5776
train,31782
train,53724
train,61457
train,41609
train,35729
train,59890
train,39394
train,39570
train,60127
train,56423
train,19827
train,4894
train,44104
train,6197
train,27103
train,16363
train,8661
train,62049
train,57943
train,48412
train,22495
train,49160
train,13723
train,54366
train,29692
train,14770
train,53975
train,32820
train,38558
train,57973
train,40045
train,46696
train,46675
train,24560
train,50109
train,38875
train,20710
train,53323
train,51872
train,15603
train,26512
train,25319
train,61804
train,59483
train,23302
train,23868
train,17511
train,47325
train,6210
train,50168
train,47960
train,9973
train,5127
train,58068
train,21423
train,9026
train,48127
train,25160
train,37267
train,29083
train,56768
train,56279
train,40386
train,4117
train,7710
train,58232
train,28891
train,50503
train,44922
train,31977
train,32426
train,54846
train,23366
train,22172
train,59901
train,26093
train,46581
train,38897
train,29563
train,20107
train,682
train,25501
train,42674
train,44592
train,3336
train,51601
train,4943
train,21312
train,6266
train,50011
train,41019
train,6948
train,59008
train,60571
train,48536
train,29142
train,44961
train,36067
train,19792
train,58849
train,45287
train,4129
train,5998
train,42761
train,49540
train,9521
train,28433
train,21919
train,21264
train,28662
train,741
train,12743
train,22471
train,8073
train,61132
train,21583
train,57387
train,47645
train,2383
train,60874
train,47073
train,2305
train,58774
train,47287
train,29828
train,30266
train,24331
train,28254
train,50066
train,59463
train,9779
train,37900
train,25495
train,18473
train,24388
train,60017
train,21739
train,9997
train,34197
train,47787
train,56563
train,36155
train,2279
train,34307
train,52687
train,3142
train,12758
train,10626
train,48075
train,13822
train,8531
train,13328
train,27296
train,17171
train,59250
train,4321
train,20163
train,58537
train,29008
train,26490
train,19445
train,28240
train,47792
train,47428
train,2639
train,36709
train,61031
train,55278
train,36479
train,43132
train,26813
train,42826
train,53722
train,31934
train,53313
train,44469
train,42976
train,33307
train,46712
train,6611
train,8314
train,61858
train,50049
train,18040
train,20365
train,14235
train,3393
train,40715
train,43348
train,47698
train,53901
train,24750
train,2387
train,34035
train,33819
train,22809
train,57217
train,12140
train,15840
train,37598
train,31703
train,59282
train,9205
train,21302
train,12126
train,52159
train,30756
train,47401
train,19732
train,9062
train,35302
train,31860
train,3245
train,36173
train,23129
train,61257
train,51724
train,59823
train,40549
train,52392
train,32543
train,32065
train,49236
train,9157
train,60530
train,46873
train,41557
train,50116
train,38367
train,35091
train,18118
train,25496
train,21045
train,23161
train,19902
train,61748
train,39689
train,46214
train,9659
train,25956
train,28815
train,46698
train,26027
train,8542
train,56576
train,27125
train,20450
train,12964
train,58722
train,24603
train,27027
train,29200
train,40908
train,56166
train,8476
train,29746
train,56413
train,34985
train,22859
train,55040
train,4562
train,37243
train,46937
train,16723
train,3281
train,28294
train,43317
train,55625
train,33204
train,17079
train,38195
train,35721
train,11038
train,24786
train,60355
train,4591
train,9341
train,18263
train,40511
train,31512
train,55232
train,43177
train,19701
train,60305
train,32331
train,12095
train,32310
train,28186
train,33344
train,54028
train,11024
train,58432
train,10181
train,57319
train,31052
train,59369
train,44935
train,45002
train,39273
train,42662
train,53872
train,27092
train,21156
train,55447
train,12761
train,17184
train,61093
train,19741
train,61096
train,1281
train,30655
train,60632
train,36235
train,28074
train,18662
train,42582
train,10304
train,38438
train,49947
train,42532
train,59751
train,38128
train,15893
train,20355
train,53432
train,10102
train,35152
train,1309
train,25588
train,44847
train,56238
train,50441
train,37090
train,41207
train,26656
train,61058
train,45299
train,18178
train,14075
train,22823
train,20057
train,30976
train,47043
train,6127
train,46629
train,15501
train,9463
train,31303
train,1350
train,957
train,19224
train,36381
train,13126
train,10659
train,44206
train,56209
train,1092
train,56836
train,37042
train,9680
train,16603
train,35309
train,27122
train,49343
train,48156
train,1934
train,20287
train,36111
train,4581
train,31336
train,27999
train,39268
train,36908
train,40912
train,2226
train,54654
train,45572
train,15302
train,11376
train,15988
train,31924
train,37358
train,25224
train,33164
train,53912
train,61205
train,16392
train,51106
train,45657
train,10542
train,19757
train,54318
train,48190
train,24761
train,47656
train,34146
train,12917
train,24400
train,28007
train,13352
train,45160
train,9372
train,51564
train,44251
train,56058
train,23393
train,26997
train,42093
train,12443
train,4057
train,3092
train,37558
train,11522
train,29237
train,2874
train,33639
train,6253
train,54052
train,32284
train,48218
train,45600
train,25226
train,58457
train,32525
train,24488
train,30123
train,919
train,16634
train,58136
train,52238
train,28313
train,3930
train,38158
train,3196
train,34430
train,642
train,16183
train,59784
train,25282
train,22666
train,12539
train,57764
train,26023
train,52491
train,7116
train,1722
train,12748
train,59695
train,51501
train,40943
train,33727
train,2850
train,37548
train,32427
train,1908
train,53841
train,59825
train,36842
train,52825
train,29467
train,22640
train,32960
train,52253
train,48395
train,55079
train,44973
train,35955
train,8861
train,60564
train,52567
train,7921
train,36372
train,50397
train,50092
train,28664
train,60061
train,577
train,22830
train,13179
train,54703
train,30787
train,46135
train,35181
train,17056
train,4502
train,47252
train,23807
train,12092
train,31960
train,11624
train,51308
train,15163
train,46899
train,18905
train,9724
train,7618
train,33233
train,20396
train,24350
train,16841
train,30848
train,18900
train,34194
train,61760
train,53314
train,34520
train,16916
train,27645
train,3169
train,50342
train,17562
train,21193
train,47038
train,25065
train,11575
train,18939
train,33423
train,40232
train,54088
train,37456
train,27469
train,33876
train,31813
train,12355
train,43342
train,17812
train,36438
train,58773
train,61770
train,16908
train,21001
train,54745
train,57175
train,23409
train,33486
train,31142
train,16277
train,3844
train,26404
train,30603
train,27325
train,21898
train,34258
train,4655
train,24346
train,13617
train,1947
train,18218
train,58896
train,39588
train,45783
train,48079
train,60460
train,60966
train,53674
train,18147
train,17906
train,60239
train,57337
train,35841
train,60266
train,5320
train,517
train,43206
train,48633
train,21251
train,55087
train,39895
train,59563
train,56780
train,56738
train,16657
train,21679
train,30616
train,19140
train,47879
train,42573
train,25872
train,39758
train,8237
train,22907
train,28732
train,40853
train,24762
train,20887
train,52765
train,8791
train,44283
train,8906
train,2451
train,46639
train,15479
train,35193
train,5475
train,53026
train,19640
train,36837
train,34608
train,60065
train,60901
train,31235
train,25442
train,27577
train,1651
train,21978
train,50882
train,17251
train,1444
train,29250
train,32979
train,6800
train,15922
train,53166
train,49859
train,46856
train,44901
train,5229
train,29126
train,58393
train,24972
train,1269
train,43414
train,4282
train,27626
train,61408
train,22558
train,11041
train,38117
train,31570
train,13077
train,30373
train,42307
train,49868
train,52
train,152
train,51426
train,39340
train,4644
train,5911
train,18737
train,34415
train,39501
train,3670
train,44180
train,16441
train,50185
train,29891
train,29910
train,37004
train,33391
train,20654
train,32593
train,40238
train,54064
train,14169
train,34896
train,1876
train,11736
train,43014
train,22403
train,54542
train,55200
train,31619
train,29654
train,7175
train,53968
train,49347
train,42075
train,44075
train,5461
train,24928
train,34842
train,56516
train,54856
train,52328
train,12640
train,16809
train,41295
train,46205
train,3411
train,3829
train,31027
train,40749
train,2908
train,36886
train,25609
train,47430
train,43416
train,23377
train,1055
train,60721
train,41254
train,61657
train,26944
train,58772
train,13681
train,36903
train,9878
train,5307
train,26601
train,58513
train,29048
train,24342
train,8269
train,39875
train,15485
train,25342
train,30747
train,14708
train,46447
train,26939
train,27638
train,1967
train,56852
train,2106
train,25682
train,43681
train,46301
train,38934
train,35241
train,32695
train,32812
train,28714
train,16087
train,45630
train,53188
train,27086
train,46857
train,26215
train,52211
train,3983
train,9674
train,50469
train,41629
train,34930
train,19250
train,1108
train,41318
train,9989
train,4340
train,28430
train,13529
train,15536
train,53813
train,40144
train,398
train,27409
train,59280
train,27753
train,13650
train,55515
train,24427
train,17937
train,42845
train,39840
train,38852
train,20127
train,3871
train,50248
train,34659
train,35267
train,34936
train,32640
train,50218
train,51984
train,43065
train,37718
train,9127
train,41407
train,44200
train,4730
train,55027
train,44436
train,40074
train,39774
train,27584
train,49640
train,44541
train,10258
train,59687
train,34648
train,19941
train,41654
train,59313
train,22618
train,59834
train,38452
train,9730
train,40404
train,14255
train,31157
train,8822
train,28859
train,7632
train,17202
train,34583
train,23946
train,58240
train,16640
train,39461
train,9849
train,47306
train,23679
train,15851
train,18911
train,37991
train,54974
train,36303
train,17741
train,11312
train,36613
train,9275
train,46326
train,15120
train,1650
train,5873
train,17861
train,45539
train,25878
train,54338
train,26607
train,34149
train,54732
train,1443
train,34001
train,26769
train,53311
train,50751
train,20575
train,50868
train,8644
train,23325
train,9369
train,48263
train,50650
train,20679
train,22379
train,29642
train,2577
train,10749
train,50713
train,17936
train,24785
train,39088
train,30548
train,37657
train,50927
train,14834
train,52679
train,19040
train,12691
train,45219
train,14782
train,3643
train,17272
train,38890
train,48239
train,48285
train,44589
train,17165
train,39719
train,19155
train,9969
train,33831
train,3504
train,13037
train,56045
train,7386
train,9233
train,16288
train,2757
train,10040
train,56804
train,5211
train,59540
train,8681
train,18121
train,825
train,48865
train,22048
train,52052
train,39242
train,18143
train,33265
train,50749
train,18933
train,56902
train,5595
train,42626
train,23981
train,19398
train,34218
train,18312
train,29665
train,48443
train,32400
train,427
train,28547
